PID,name,overall,age,wage_eur,value_eur,diving,handling,kicking,positioning,reflexes,speed,Cluster
711,N. Ravaglia,67,32,5000,500000,64,65,60,66,69,30,Cluster 3
712,K. Steppe,67,32,4000,500000,67,66,62,66,69,44,Cluster 3
713,E. Birniçan,67,32,5000,500000,67,60,53,73,72,52,Cluster 3
714,D. Stockdale,67,35,2000,110000,66,64,69,66,69,30,Cluster 1
715,S. Bruzzese,67,32,3000,500000,67,64,65,70,68,40,Cluster 3
716,A. Redmayne,67,32,3000,500000,67,66,63,67,67,44,Cluster 3
717,K. Kronholm,67,35,1000,110000,70,62,63,62,69,32,Cluster 1
718,Y. Thoelen,67,30,4000,675000,65,69,64,69,66,38,Cluster 3
719,M. Banguera,67,35,500,110000,67,65,70,65,66,36,Cluster 1
720,T. Vaiho,67,32,2000,500000,71,65,63,67,65,31,Cluster 3
721,M. Sandberg,67,30,1000,775000,67,65,65,66,67,32,Cluster 3
722,S. Şahin-Radlinger,67,28,3000,875000,68,62,59,66,70,40,Cluster 3
723,K. Fickentscher,67,32,6000,500000,67,65,63,68,70,50,Cluster 3
724,E. Taşkıran,67,31,4000,550000,67,66,61,65,67,54,Cluster 3
725,D. Batz,67,30,2000,675000,67,64,63,64,69,35,Cluster 3
726,L. Henkinet,67,28,5000,875000,68,67,62,65,66,58,Cluster 3
727,V. Eicher,67,30,6000,675000,67,66,61,67,69,45,Cluster 3
728,H. Verhulst,67,28,3000,950000,66,63,70,64,69,48,Cluster 3
729,J. Attinella,67,32,2000,500000,69,61,66,65,69,43,Cluster 3
730,Z. Clark,67,29,2000,850000,66,62,70,69,73,31,Cluster 3
731,B. van Leer,67,29,3000,775000,65,67,61,64,68,43,Cluster 3
732,J. Brinkies,67,28,1000,950000,67,63,64,67,74,52,Cluster 3
733,M. Ingram,67,27,4000,1100000,72,65,67,65,70,36,Cluster 3
734,Cristiano,67,30,5000,675000,67,63,60,67,69,29,Cluster 3
735,F. Kaplan,67,32,5000,500000,62,66,68,71,64,46,Cluster 3
736,R. Himmelmann,67,32,3000,500000,68,62,59,65,71,33,Cluster 3
737,Z. Alomerović,67,30,2000,775000,68,65,62,63,68,37,Cluster 3
738,M. van der Hart,67,27,3000,875000,68,65,70,65,68,42,Cluster 3
739,J. Busk,67,27,7000,875000,69,62,65,65,70,44,Cluster 3
740,T. Dähne,67,27,6000,875000,70,58,66,63,72,47,Cluster 3
741,M. Kuster,67,27,4000,925000,66,69,62,66,67,30,Cluster 3
742,M. Kuttin,67,27,5000,875000,68,65,68,65,67,34,Cluster 3
743,P. Drewes,67,28,2000,875000,69,65,61,66,66,30,Cluster 3
744,Lee Chang Geun,67,27,2000,775000,67,66,63,65,68,45,Cluster 3
745,P. Klewin,67,27,3000,1100000,67,63,60,69,66,42,Cluster 3
746,Germán Parreño,67,28,2000,875000,64,67,63,65,68,36,Cluster 3
747,M. Marić,67,25,2000,1200000,67,67,65,68,69,43,Cluster 3
748,D. Novoa,67,32,1000,500000,64,73,73,68,64,47,Cluster 3
749,N. Veloso,67,34,1000,170000,68,63,60,65,68,55,Cluster 1
750,S. Stevens,67,29,2000,850000,67,64,59,68,66,37,Cluster 3
751,J. Lumley,67,26,7000,1200000,68,66,69,64,67,44,Cluster 3
752,A. Kofler,67,34,5000,170000,65,66,62,69,67,46,Cluster 1
753,L. Acosta,67,26,5000,1200000,66,68,67,64,71,63,Cluster 3
754,M. O'Leary,67,24,7000,2000000,71,65,63,64,72,42,Cluster 3
755,M. Maroši,67,27,3000,1000000,69,63,66,66,69,41,Cluster 3
756,No Dong Geon,67,29,2000,700000,67,66,65,66,68,42,Cluster 3
757,J. Smith,67,26,12000,950000,65,63,55,64,73,35,Cluster 3
758,O. Sail,67,25,1000,1100000,67,64,54,64,69,49,Cluster 4
759,A. Bono,67,27,2000,775000,66,65,66,66,70,41,Cluster 3
760,D. Azcona,67,37,500,110000,67,63,67,69,68,47,Cluster 1
761,B. Allain,67,29,2000,700000,70,65,65,65,65,38,Cluster 3
762,J. Teunckens,67,23,2000,1700000,72,67,61,60,72,41,Cluster 3
763,Fepe Limão,67,33,4000,325000,65,63,61,64,77,46,Cluster 3
764,Traeira Lopes,67,29,6000,850000,61,60,40,77,67,38,Cluster 1
765,Rafael de Aseiro,67,29,4000,700000,67,59,58,68,71,42,Cluster 3
766,A. Olliero,67,25,1000,1200000,68,63,66,65,70,46,Cluster 3
767,M. Travers,67,22,7000,2000000,68,66,64,65,67,40,Cluster 3
768,P. Dahlberg,67,22,10000,2000000,67,64,65,65,68,27,Cluster 3
769,Thiago Rodrigues,67,25,2000,1200000,66,62,63,67,67,27,Cluster 4
770,G. Coucke,67,22,3000,1800000,68,65,66,63,68,39,Cluster 3
771,Ratón,67,28,3000,800000,67,65,64,63,68,49,Cluster 3
772,Alfonso Herrero,67,27,2000,1100000,66,65,60,63,73,49,Cluster 3
773,K. Tani,67,20,2000,1900000,65,65,67,65,70,51,Cluster 3
774,Song Bum Keun,67,23,3000,2000000,68,64,65,67,68,25,Cluster 3
775,P. Köhn,67,23,6000,1300000,69,64,62,65,68,27,Cluster 3
776,G. Poussin,67,22,5000,2000000,68,66,64,67,66,20,Cluster 3
777,J. Bursik,67,20,5000,2100000,67,65,66,64,68,40,Cluster 3
778,C. Kelleher,67,22,17000,2200000,67,63,67,64,70,40,Cluster 3
779,Cristian Rivero,67,23,7000,2000000,71,60,62,62,73,27,Cluster 3
780,Y. Oki,67,21,2000,2000000,68,59,63,64,71,36,Cluster 4
781,San Román,67,23,3000,2000000,66,67,68,65,66,24,Cluster 3
782,Zubiaurre,67,24,2000,2000000,65,66,67,63,68,30,Cluster 3
783,M. Behrens,67,24,3000,1100000,69,69,66,68,68,26,Cluster 3
784,D. Zagorac,67,34,500,170000,71,65,62,61,70,43,Cluster 1
785,K. Osako,67,21,2000,1800000,68,66,65,62,70,30,Cluster 4
786,A. Duarte,67,27,500,925000,68,70,62,64,67,25,Cluster 4
787,A. Vlad,67,22,4000,1300000,67,68,70,62,71,41,Cluster 3
788,F. Oswald,67,30,3000,675000,69,64,62,68,65,23,Cluster 3
789,O. Vâlceanu,67,24,2000,1200000,68,65,60,67,67,25,Cluster 4
790,V. Müller,67,20,3000,1900000,67,64,66,66,70,31,Cluster 3
791,J. Rojas,67,25,500,1300000,65,65,68,65,67,27,Cluster 4
792,K. Tzolakis,67,18,500,2300000,68,64,61,65,69,49,Cluster 4
793,J. Gutíerrez,67,24,500,950000,65,65,64,66,66,50,Cluster 3
794,Belman,67,22,2000,1300000,67,64,71,64,68,28,Cluster 3
795,G. Olveira,67,28,500,950000,67,69,53,68,63,19,Cluster 4
796,S. Ngapandouetnbu,67,18,1000,1800000,72,68,65,66,72,23,Cluster 4
797,W. Ramírez,67,20,500,2100000,67,65,63,65,68,33,Cluster 4
798,M. Ilic,67,23,3000,1700000,71,63,59,61,69,38,Cluster 3
799,Arnau Tenas,67,20,16000,2100000,65,69,68,66,64,45,Cluster 3
800,Ayesa,67,20,1000,2100000,70,67,62,69,66,25,Cluster 4
801,Joan García,67,20,3000,2400000,66,67,66,65,67,43,Cluster 3
802,M. Santilli,67,37,500,110000,64,65,67,67,69,26,Cluster 1
803,J. Pucheta,67,29,500,850000,67,68,64,66,68,25,Cluster 4
804,N. Vasilj,67,25,5000,1100000,62,63,64,68,69,33,Cluster 3
805,M. Langer,66,36,2000,90000,64,65,60,67,66,31,Cluster 1
806,W. Biebauw,66,37,2000,90000,63,70,65,73,60,31,Cluster 1
807,I. Vázquez,66,38,3000,90000,65,63,70,65,67,39,Cluster 1
808,Q. Westberg,66,35,1000,90000,66,65,66,66,66,42,Cluster 1
809,T. Carson,66,33,2000,275000,66,66,64,67,65,49,Cluster 1
810,B. Amos,66,31,1000,450000,66,65,69,65,67,48,Cluster 1
811,J. Placide,66,33,1000,275000,62,63,63,65,70,54,Cluster 1
812,J. Jones,66,32,1000,425000,67,65,66,65,66,34,Cluster 1
813,J. Grahl,66,32,6000,425000,70,60,58,63,70,44,Cluster 3
814,M. Kobras,66,35,2000,90000,67,62,56,66,70,51,Cluster 1
815,M. Hansen,66,31,6000,450000,65,64,64,65,66,50,Cluster 3
816,J. Ayala,66,33,4000,275000,67,65,65,63,68,34,Cluster 1
817,M. Jiménez,66,31,9000,450000,63,64,64,64,69,42,Cluster 3
818,J. Steele,66,30,11000,575000,64,66,70,67,64,35,Cluster 3
819,R. Ruiter,66,34,2000,150000,67,60,65,69,64,40,Cluster 1
820,J. Shea,66,30,3000,575000,65,64,58,67,67,27,Cluster 3
821,B. Shuttleworth,66,34,2000,150000,65,65,64,67,65,43,Cluster 1
822,S. Mielitz,66,31,1000,450000,66,64,64,64,68,42,Cluster 1
823,K. Thamsatchanan,66,31,3000,450000,68,64,61,68,68,35,Cluster 3
824,M. Vidal,66,30,1000,575000,68,65,65,67,66,36,Cluster 1
825,Y. Al Mosailem,66,37,5000,90000,64,69,57,69,62,36,Cluster 1
826,L. Nicholls,66,28,3000,725000,66,65,63,65,66,41,Cluster 3
827,N. Larsen,66,30,3000,650000,64,65,65,66,68,43,Cluster 3
828,M. Szromnik,66,28,2000,675000,69,64,65,65,64,48,Cluster 3
829,J. Słowik,66,29,1000,650000,68,58,54,71,69,40,Cluster 1
830,Z. MacMath,66,29,2000,575000,66,64,54,67,67,37,Cluster 1
831,G. Long,66,27,3000,850000,67,67,66,66,68,31,Cluster 3
832,J. Willis,66,32,2000,425000,68,65,60,68,65,47,Cluster 1
833,V. Hladký,66,30,3000,575000,66,64,63,65,66,58,Cluster 3
834,L. Burge,66,28,3000,725000,67,63,61,66,68,42,Cluster 3
835,S. Libman,66,37,500,90000,64,70,63,63,65,27,Cluster 1
836,J. Archer,66,28,4000,725000,67,65,66,66,67,43,Cluster 3
837,P. Iliev,66,29,2000,650000,66,63,64,66,71,49,Cluster 3
838,M. Putnocký,66,36,1000,90000,65,68,64,69,65,44,Cluster 1
839,E. Bush,66,35,1000,90000,68,63,63,64,68,32,Cluster 1
840,C. Pym,66,26,3000,975000,67,65,65,65,69,46,Cluster 3
841,R. Meara,66,30,2000,575000,65,64,61,66,70,46,Cluster 3
842,J. Haugaard,66,29,2000,650000,65,63,77,66,66,43,Cluster 3
843,Volpi,66,28,500,725000,65,65,69,65,67,49,Cluster 1
844,N. Manfredini,66,33,4000,275000,69,64,63,63,68,45,Cluster 1
845,F. Bednarek,66,28,3000,600000,65,62,65,65,68,44,Cluster 3
846,M. Malaeka,66,35,2000,90000,65,64,66,65,67,47,Cluster 1
847,N. Lomb,66,27,9000,650000,68,59,66,62,70,38,Cluster 3
848,M. Branderhorst,66,27,3000,850000,68,62,61,63,70,40,Cluster 3
849,M. Vicentini,66,30,3000,575000,67,64,66,64,66,44,Cluster 3
850,Joel Pereira,66,25,2000,1100000,66,65,65,64,67,43,Cluster 3
851,B. Stuver,66,30,2000,575000,68,65,65,65,66,47,Cluster 3
852,M. Macey,66,26,2000,850000,67,66,64,66,66,39,Cluster 3
853,A. Kann,66,30,2000,575000,66,65,62,68,64,43,Cluster 1
854,C. Dawson,66,25,2000,925000,65,65,67,63,68,54,Cluster 3
855,A. Giménez,66,34,500,150000,62,65,67,62,69,47,Cluster 1
856,H. Bonmann,66,27,2000,775000,66,64,58,66,68,29,Cluster 4
857,C. Servín,66,34,500,150000,64,63,69,67,71,37,Cluster 1
858,D. Hładun,66,25,2000,1000000,66,65,65,64,67,34,Cluster 3
859,V. Myhra,66,24,1000,1100000,67,65,62,65,69,45,Cluster 3
860,J. Brondeel,66,27,2000,850000,67,64,60,65,69,43,Cluster 3
861,J. Wildsmith,66,25,2000,1100000,68,64,60,66,67,42,Cluster 3
862,J. Storevik,66,24,900,1100000,68,63,59,65,67,36,Cluster 4
863,M. Yıldırım,66,30,4000,575000,68,66,60,66,66,26,Cluster 3
864,A. Damen,66,31,2000,450000,68,60,65,68,65,48,Cluster 1
865,X. Mous,66,25,2000,925000,63,66,65,63,67,39,Cluster 3
866,A. Palmer,66,24,7000,1100000,68,66,65,65,67,30,Cluster 3
867,A. Brunst,66,25,3000,875000,68,65,61,64,67,41,Cluster 3
868,L. Pirard,66,26,4000,850000,66,63,62,62,69,33,Cluster 3
869,José Suárez,66,25,2000,1100000,67,63,69,66,68,47,Cluster 3
870,André Moreira,66,25,3000,1100000,66,67,66,63,67,53,Cluster 3
871,Ezkieta,66,24,5000,1000000,65,64,65,67,66,44,Cluster 3
872,J. Talbot,66,24,700,1500000,68,65,60,62,69,43,Cluster 4
873,D. Martínez,66,31,550,450000,64,63,69,67,68,44,Cluster 1
874,F. Lanzillotta,66,28,3000,800000,66,64,59,64,71,24,Cluster 3
875,F. Altamirano,66,25,3000,1100000,67,66,66,63,67,45,Cluster 3
876,N. Lemaître,66,24,1000,1500000,67,62,64,66,67,33,Cluster 4
877,J. Walton,66,23,8000,1600000,66,63,63,67,65,34,Cluster 3
878,R. Wulle,66,27,2000,850000,64,67,61,64,67,46,Cluster 3
879,J. Lund,66,22,2000,1700000,65,63,62,65,68,43,Cluster 3
880,M. Lis,66,24,3000,1500000,68,63,61,66,70,27,Cluster 3
881,T. Glover,66,23,2000,1600000,65,64,63,65,67,22,Cluster 4
882,Y. Kajikawa,66,29,3000,575000,66,63,61,67,65,30,Cluster 3
883,F. Cambeses,66,24,3000,1600000,66,63,63,64,67,47,Cluster 3
884,S. Takagi,66,32,1000,425000,64,65,70,66,68,50,Cluster 1
885,B. Niasse,66,24,2000,1500000,74,65,60,56,69,29,Cluster 4
886,J. Gamonal,66,31,900,450000,67,63,64,65,67,29,Cluster 1
887,L. Southwood,66,23,5000,1600000,70,58,68,62,71,56,Cluster 3
888,Alex Craninx,66,25,2000,875000,67,63,62,65,68,36,Cluster 3
889,C. Früchtl,66,21,8000,1700000,69,65,67,65,68,24,Cluster 3
890,A. Quintana,66,26,650,850000,67,63,63,61,70,22,Cluster 4
891,U. Yuvakuran,66,23,7000,1600000,67,63,60,63,68,36,Cluster 3
892,A. Plizzari,66,21,5000,1800000,68,68,59,62,72,42,Cluster 3
893,R. Niczuly,66,25,3000,1000000,65,64,70,67,68,30,Cluster 3
894,R. Schofield,66,21,2000,1700000,67,62,64,64,67,30,Cluster 4
895,João Virgínia,66,21,9000,1800000,67,63,65,63,70,52,Cluster 3
896,T. Boss,66,28,2000,800000,70,64,60,63,67,50,Cluster 3
897,K. Niemczycki,66,21,2000,1800000,68,65,64,66,68,28,Cluster 4
898,Y. Clementia,66,23,1000,1000000,67,64,63,66,67,38,Cluster 4
899,G. Hatano,66,23,2000,1100000,67,66,60,63,68,24,Cluster 4
900,V. Johansson,66,22,2000,1700000,67,65,65,67,68,32,Cluster 3
901,R. Hoffmann,66,22,10000,1700000,64,63,66,66,71,25,Cluster 3
902,S. Cibois,66,23,3000,1100000,67,64,66,61,71,34,Cluster 3
903,J. Marcinkowski,66,24,2000,1000000,67,63,68,66,66,22,Cluster 4
904,A. Spahić,66,24,1000,1000000,65,64,62,69,68,31,Cluster 4
905,R. Vodišek,66,22,3000,1700000,68,62,61,63,69,47,Cluster 3
906,Gabriel Brazão,66,20,10000,1600000,65,63,60,66,70,28,Cluster 3
907,T. Sugeno,66,37,1000,90000,68,64,57,67,67,34,Cluster 1
908,Miguel Morro,66,20,3000,1800000,65,67,63,62,67,27,Cluster 4
909,D. Ochoa,66,20,1000,1600000,66,66,64,64,69,27,Cluster 4
910,R. Cordano,66,22,500,1700000,69,67,65,65,70,28,Cluster 4
911,M. Aioani,66,21,2000,1700000,67,62,62,66,68,24,Cluster 4
912,Diogo Sousa,66,22,3000,1500000,67,64,60,65,66,33,Cluster 4
913,R. Solís,66,23,500,1500000,66,69,60,64,65,40,Cluster 4
914,E. Franco,66,20,500,1600000,64,67,63,68,66,37,Cluster 4
915,M. Martínez,66,22,500,1700000,68,66,64,65,65,23,Cluster 4
916,V. Mendoza,66,26,500,925000,66,68,67,64,67,31,Cluster 4
917,S. Meza,66,21,2000,1700000,69,62,59,64,68,30,Cluster 4
918,Luiz Júnior,66,20,1000,1800000,68,66,63,67,69,30,Cluster 4
919,M. Cardozo,66,38,500,90000,65,64,65,63,68,32,Cluster 1
920,Luiz Felipe,66,24,1000,975000,68,68,66,64,65,25,Cluster 4
921,L. Grant,65,38,11000,80000,65,67,69,64,63,39,Cluster 1
922,A. Mannus,65,39,500,80000,63,66,60,65,64,36,Cluster 1
923,D. Martin,65,35,7000,80000,65,62,66,65,64,40,Cluster 1
924,Saizar,65,38,1000,80000,56,68,66,72,58,20,Cluster 1
925,A. Jaakkola,65,34,3000,120000,65,63,58,65,64,58,Cluster 1
926,D. Ousted,65,36,850,80000,66,64,61,64,65,37,Cluster 1
927,Kwoun Sun Tae,65,36,1000,80000,64,63,63,66,64,42,Cluster 1
928,B. Knighton,65,36,1000,80000,66,63,64,64,65,55,Cluster 1
929,E. Domaschke,65,35,500,80000,65,64,64,63,66,38,Cluster 1
930,Á. Bogdán,65,33,500,230000,66,61,63,65,67,54,Cluster 1
931,A. Østbø,65,30,1000,525000,66,62,62,61,67,24,Cluster 4
932,P. Šteinbors,65,35,1000,80000,66,62,64,65,63,37,Cluster 1
933,J. González,65,30,3000,525000,67,63,69,60,61,44,Cluster 1
934,P. Kovář,65,35,500,80000,66,61,67,65,65,33,Cluster 1
935,T. Holý,65,29,3000,550000,68,60,56,65,69,26,Cluster 4
936,Marc Martínez,65,31,2000,375000,65,62,65,64,69,49,Cluster 1
937,J. Bonham,65,27,6000,650000,66,64,67,66,65,43,Cluster 3
938,A. Cairns,65,28,2000,600000,65,61,58,67,66,49,Cluster 1
939,Yu Sang Hun,65,32,1000,350000,64,61,60,67,67,39,Cluster 1
940,R. Matthews,65,27,9000,650000,65,62,63,64,66,45,Cluster 3
941,B. Wilson,65,28,5000,600000,66,64,66,63,68,40,Cluster 3
942,J. Smits,65,28,1000,650000,67,63,67,64,65,56,Cluster 1
943,M. Dyngeland,65,25,1000,875000,65,64,59,62,66,41,Cluster 4
944,F. Al Qarni,65,29,7000,550000,64,61,61,65,68,44,Cluster 3
945,D. Vaca,65,42,500,80000,59,62,62,71,63,41,Cluster 1
946,K. Kamiński,65,30,1000,475000,65,63,65,67,65,36,Cluster 1
947,A. Hansen,65,25,3000,725000,67,62,69,62,67,47,Cluster 3
948,L. Johansson,65,26,950,775000,68,63,65,63,66,38,Cluster 4
949,R. Vollath,65,31,1000,375000,64,62,60,66,67,39,Cluster 1
950,Yun Pyeong Gook,65,29,1000,550000,64,65,63,63,65,47,Cluster 1
951,L. Ojeda,65,31,3000,375000,61,62,59,64,68,44,Cluster 1
952,F. Hurtado,65,38,600,80000,64,66,62,65,67,46,Cluster 1
953,Miguel Oliveira,65,27,3000,700000,64,65,62,67,65,27,Cluster 4
954,T. Mikkelsen,65,37,2000,80000,65,66,69,67,63,32,Cluster 1
955,Wu Yake,65,30,2000,525000,66,61,61,67,63,44,Cluster 1
956,T. Casali,65,25,3000,675000,65,62,57,63,67,30,Cluster 4
957,Zou Dehai,65,28,4000,500000,62,64,60,65,67,46,Cluster 1
958,E. Salles,65,27,1000,750000,66,63,62,64,64,25,Cluster 4
959,W. Norris,65,27,6000,650000,67,62,60,63,67,44,Cluster 3
960,T. Königsmann,65,24,800,925000,68,64,57,63,68,48,Cluster 4
961,V. Vasić,65,31,3000,375000,68,59,63,66,68,43,Cluster 1
962,Dong Chunyu,65,30,2000,475000,65,64,66,65,65,45,Cluster 1
963,A. Bass,65,23,2000,1400000,66,61,65,64,68,57,Cluster 3
964,J. Stevens,65,23,2000,925000,65,64,63,63,65,41,Cluster 4
965,C. Trueman,65,25,4000,825000,66,64,60,63,68,46,Cluster 3
966,S. Mpontshane,65,35,500,80000,67,63,63,65,69,47,Cluster 1
967,M. Johansson,65,22,2000,1200000,66,64,76,59,68,41,Cluster 3
968,Oh Seung Hoon,65,33,1000,230000,66,62,61,66,65,45,Cluster 1
969,J. Vachoux,65,26,1000,725000,66,62,62,63,66,43,Cluster 1
970,R. Macagno,65,24,2000,1400000,67,63,57,64,67,27,Cluster 4
971,Q. Braat,65,23,1000,875000,65,66,64,66,67,26,Cluster 4
972,M. Matic,65,25,3000,875000,69,64,62,66,68,26,Cluster 3
973,H. Iikura,65,35,1000,80000,65,64,58,65,64,25,Cluster 1
974,Đ. Nikolić,65,24,2000,1400000,65,66,63,63,67,21,Cluster 4
975,S. Müller,65,25,950,875000,66,67,54,65,68,20,Cluster 4
976,M. Nicolas,65,23,4000,925000,66,66,61,61,68,21,Cluster 4
977,P. Menzel,65,22,2000,925000,67,63,59,65,66,22,Cluster 4
978,P. Sisniega,65,25,2000,825000,63,67,64,65,63,44,Cluster 3
979,Y. Diouf,65,21,3000,1500000,65,65,61,67,66,45,Cluster 3
980,P. Gartler,65,24,5000,800000,66,64,64,63,67,32,Cluster 3
981,M. Woud,65,22,,,71,56,60,61,68,39,Cluster 3
982,Javi Díaz,65,24,4000,1400000,67,61,65,63,68,58,Cluster 3
983,S. Richey,65,29,2000,550000,64,62,69,62,66,47,Cluster 1
984,J. Pourtau,65,21,2000,1500000,68,65,59,64,69,17,Cluster 4
985,M. Ortega,65,26,8000,825000,67,59,60,64,69,29,Cluster 3
986,M. Bułka,65,21,8000,1400000,65,61,62,60,72,27,Cluster 4
987,Pedro Silva,65,24,1000,800000,69,58,59,59,67,29,Cluster 4
988,D. Petković,65,28,5000,650000,66,64,64,66,66,41,Cluster 3
989,A. Pears,65,23,7000,1400000,63,61,61,63,69,15,Cluster 4
990,S. Benda,65,22,5000,1200000,65,63,59,64,67,37,Cluster 4
991,D. Maekawa,65,26,2000,725000,65,59,57,66,68,26,Cluster 4
992,L. Moser,65,21,4000,1400000,69,63,58,61,68,24,Cluster 4
993,J. Blázquez,65,20,2000,1700000,63,59,63,67,69,23,Cluster 4
994,C. Hazard,65,23,8000,1400000,64,65,64,66,66,24,Cluster 3
995,André Ferreira,65,25,2000,875000,66,65,55,63,68,38,Cluster 4
996,N. Stojišić,65,23,1000,925000,66,64,62,60,67,41,Cluster 4
997,J. Schendelaar,65,20,1000,1500000,65,63,60,64,64,25,Cluster 4
998,T. Lawal,65,21,3000,1400000,67,63,62,65,66,30,Cluster 4
999,S. Bajic,65,19,2000,1500000,65,64,59,63,66,25,Cluster 4
1000,Altube,65,21,13000,1500000,64,61,65,62,67,16,Cluster 4
1001,C. Căbuz,65,25,2000,875000,68,61,63,64,67,35,Cluster 4
1002,E. Pap,65,27,2000,650000,64,66,58,64,69,30,Cluster 4
1003,D. Rusu,65,30,3000,475000,63,63,64,65,64,22,Cluster 4
1004,S. Mustafá,65,31,500,375000,65,64,65,63,65,26,Cluster 1
1005,T. Çetin,65,24,2000,925000,64,65,62,62,73,20,Cluster 4
1006,M. Lukov,65,27,4000,600000,66,64,65,65,62,27,Cluster 3
1007,G. Schiavone,65,28,500,600000,64,64,64,65,65,44,Cluster 1
1008,Y. Yustiz,65,29,500,600000,61,63,62,65,65,39,Cluster 1
1009,R. Bentancur,65,32,500,350000,65,64,65,66,63,33,Cluster 1
1010,J. Roca,65,22,500,1200000,61,60,61,64,69,35,Cluster 4
1011,L. Terán,65,27,500,650000,62,62,63,62,69,24,Cluster 4
1012,Warleson,65,24,2000,875000,70,58,59,63,69,27,Cluster 4
1013,Leo Román,65,21,3000,1500000,65,64,69,62,66,50,Cluster 3
1014,B. Verbruggen,65,18,500,1600000,71,63,65,57,69,46,Cluster 4
1015,Diego Conde,65,22,4000,1500000,62,58,63,69,68,43,Cluster 3
1016,André Paulo,65,24,2000,1200000,65,63,64,65,67,30,Cluster 4
1017,N. Rossi,65,23,500,1200000,61,68,52,72,69,22,Cluster 4
1018,M. Heredia,65,35,500,80000,65,62,65,63,67,20,Cluster 1
1019,Á. Zamudio,65,24,500,1200000,65,61,63,65,68,23,Cluster 4
1020,A. Medina,65,34,2000,120000,64,62,60,66,69,29,Cluster 1
1021,M. Rodríguez,65,31,500,375000,70,58,72,68,63,21,Cluster 1
1022,I. Filipović,65,26,2000,675000,67,64,62,66,68,25,Cluster 4
1023,G. Morris,64,37,2000,60000,65,62,62,63,64,33,Cluster 1
1024,H. Opdal,64,39,650,60000,61,61,64,66,60,40,Cluster 1
1025,E. Jakupović,64,36,8000,60000,64,66,64,64,60,29,Cluster 1
1026,A. Lonergan,64,37,7000,60000,63,62,52,65,66,40,Cluster 1
1027,S. Henderson,64,33,2000,190000,65,62,67,64,62,41,Cluster 1
1028,T. Gebauer,64,39,3000,60000,63,65,61,66,60,35,Cluster 1
1029,G. Faivre,64,34,3000,100000,64,65,59,66,63,35,Cluster 1
1030,M. Andersen,64,32,2000,300000,66,60,58,66,65,35,Cluster 1
1031,M. Gostomski,64,32,950,300000,64,60,55,64,68,36,Cluster 1
1032,F. Assmann,64,35,1000,60000,70,53,65,64,66,52,Cluster 1
1033,P. Klandt,64,37,2000,60000,63,66,62,64,61,41,Cluster 1
1034,C. Gönen,64,33,3000,190000,67,60,64,63,67,45,Cluster 1
1035,A. Kristiansen,64,31,1000,300000,64,61,62,64,66,24,Cluster 1
1036,C. Seitz,64,34,2000,100000,63,61,65,69,61,42,Cluster 1
1037,L. Reddy,64,39,700,60000,63,62,61,65,62,46,Cluster 1
1038,Deng Xiaofei,64,38,1000,60000,60,61,59,67,64,37,Cluster 1
1039,J. Leutwiler,64,32,2000,300000,63,61,62,65,66,46,Cluster 1
1040,Y. Thuram,64,32,1000,300000,65,60,55,62,66,39,Cluster 1
1041,D. Vega,64,37,1000,60000,66,62,62,61,63,24,Cluster 1
1042,T. Mickel,64,32,3000,300000,64,62,64,61,65,46,Cluster 1
1043,O. Söderberg,64,30,1000,400000,64,63,62,64,64,30,Cluster 1
1044,T. Coremans,64,30,2000,400000,66,63,62,63,63,36,Cluster 1
1045,D. Oberhauser,64,30,3000,450000,66,64,62,65,62,48,Cluster 1
1046,B. Garratt,64,27,1000,525000,66,63,62,63,66,50,Cluster 1
1047,J. Bendik,64,32,2000,300000,66,62,63,62,64,36,Cluster 1
1048,C. Cropper,64,28,2000,500000,67,62,61,61,66,35,Cluster 1
1049,M. Jeannin,64,30,1000,400000,66,62,65,61,66,49,Cluster 1
1050,B. Valette,64,28,2000,475000,65,60,63,64,67,41,Cluster 1
1051,H. Halldórsson,64,37,,,65,60,59,67,62,30,Cluster 3
1052,M. Koval,64,28,5000,500000,65,63,63,62,66,43,Cluster 3
1053,M. Lampson,64,31,2000,300000,62,65,65,65,65,46,Cluster 1
1054,F. Stritzel,64,27,2000,575000,69,59,40,68,64,34,Cluster 4
1055,P. Wiegers,64,31,3000,300000,64,66,61,59,67,44,Cluster 1
1056,T. Vincensini,64,27,1000,575000,64,65,59,63,63,52,Cluster 1
1057,W. Falcone,64,26,3000,675000,65,64,65,64,68,27,Cluster 4
1058,A. Bone,64,32,500,300000,62,65,60,65,64,33,Cluster 1
1059,L. Vigouroux,64,27,3000,525000,64,62,61,63,64,46,Cluster 1
1060,C. Irwin,64,32,2000,300000,65,63,64,63,63,46,Cluster 1
1061,A. Mitryushkin,64,25,3000,675000,67,59,65,67,64,34,Cluster 4
1062,W. Eskelinen,64,24,2000,675000,63,62,65,63,65,32,Cluster 4
1063,N. Contini,64,25,2000,725000,64,63,57,61,65,48,Cluster 1
1064,A. Buzbuchi,64,27,2000,525000,64,59,60,65,67,36,Cluster 1
1065,Yang Hyung Mo,64,29,1000,450000,64,64,59,64,65,53,Cluster 1
1066,R. Ramírez,64,24,2000,700000,64,61,60,62,66,48,Cluster 4
1067,S. Brodersen,64,24,800,700000,65,61,56,63,68,42,Cluster 4
1068,T. Schützenauer,64,24,3000,675000,64,62,65,66,63,36,Cluster 4
1069,J. Vickers,64,25,2000,675000,65,63,60,62,65,42,Cluster 4
